customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,Monthly,Total,Contas_Diarias,Ticket_Mensal_Medio,Churn_bin,Qtd_Servicos,Churn_Permanência,gender_Masculino,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One Year,Contract_Two Year,PaymentMethod_Credit Card (Automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Faixa_Tempo_1-2a,Faixa_Tempo_2-3a,Faixa_Tempo_3+a,Faixa_Tempo_6-12m
0020-INWCK,0,1,1,71,1,1,95.75,6849.4,3.215680751173709,96.47042253521126,0,3,True,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False
0020-JDNXP,0,1,1,34,0,0,61.25,1993.2,1.9541176470588235,58.62352941176471,0,5,True,False,False,False,False,True,False,True,True,True,True,True,False,False,False,True,False,True,False,False
0021-IKXGC,1,0,0,1,1,1,72.1,72.1,2.4033333333333333,72.1,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0022-TCJCI,1,0,0,45,1,0,62.7,2791.5,2.0677777777777777,62.03333333333333,1,3,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False
0023-HGHWL,1,0,0,1,0,1,25.1,25.1,0.8366666666666667,25.1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0023-UYUPN,1,1,0,50,1,0,25.2,1306.3,0.8708666666666667,26.126,0,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0023-XUOPT,0,1,0,13,1,0,94.1,1215.6,3.1169230769230767,93.5076923076923,1,3,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False
0027-KWYKW,0,1,1,23,1,1,83.75,1849.95,2.6810869565217392,80.43260869565218,0,1,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0030-FNXPP,0,0,0,3,1,0,19.85,57.2,0.6355555555555555,19.066666666666663,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0031-PVLZI,0,1,1,4,1,0,20.35,76.35,0.63625,19.0875,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0032-PGELS,0,1,1,1,0,0,30.5,30.5,1.0166666666666666,30.5,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0036-IHMOT,0,1,1,55,1,1,103.7,5656.75,3.428333333333333,102.85,0,5,True,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False
0040-HALCW,0,1,1,54,1,0,20.4,1090.6,0.6732098765432099,20.196296296296296,0,0,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
0042-JVWOJ,0,0,0,26,1,1,19.6,471.85,0.6049358974358975,18.148076923076925,0,0,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0042-RLHYP,0,1,1,69,1,0,19.7,1396.9,0.6748309178743962,20.244927536231884,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0048-LUMLS,0,1,1,37,1,0,91.2,3247.55,2.925720720720721,87.77162162162162,0,2,True,True,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False
0048-PIHNL,0,1,0,49,1,0,20.45,900.9,0.6128571428571429,18.38571428571429,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0052-DCKON,0,1,0,66,1,0,115.8,7942.15,4.011186868686869,120.33560606060604,0,6,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False
0052-YNYOT,0,0,0,67,1,0,20.55,1343.4,0.6683582089552239,20.05074626865672,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0056-EPFBG,0,1,1,20,0,1,39.4,825.4,1.3756666666666666,41.27,0,3,True,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False
0057-QBUQH,0,0,1,43,1,1,25.1,1070.15,0.8295736434108528,24.887209302325584,0,0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0058-EVZWM,0,1,0,55,1,1,89.8,4959.6,3.005818181818182,90.17454545454548,0,2,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0060-FUALY,0,1,0,59,1,1,94.75,5597.65,3.1625141242937853,94.87542372881356,0,3,True,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False
0064-SUDOG,0,1,1,12,1,0,20.3,224.5,0.6236111111111111,18.70833333333333,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0064-YIJGF,0,1,1,27,1,1,75.75,1929.0,2.3814814814814813,71.44444444444444,0,0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0067-DKWBL,1,0,0,2,1,1,49.25,91.1,1.518333333333333,45.55,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0068-FIGTF,0,0,0,27,1,0,78.2,2078.95,2.5666049382716047,76.99814814814815,0,5,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,False,False
0071-NDAFP,0,1,1,25,1,0,25.5,630.6,0.8408,25.224,0,0,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
0074-HDKDG,0,1,1,25,1,1,61.6,1611.0,2.148,64.44,0,3,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False
0076-LVEPS,0,0,1,29,0,1,45.0,1242.45,1.428103448275862,42.84310344827586,0,4,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False
0078-XZMHT,0,1,0,72,1,1,85.15,6316.2,2.924166666666667,87.725,0,5,True,True,True,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,True,False
0080-EMYVY,0,0,0,14,1,0,51.45,727.85,1.7329761904761904,51.989285714285714,0,1,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
0080-OROZO,0,0,0,35,1,1,99.25,3532.0,3.363809523809524,100.91428571428573,0,4,True,False,False,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,False,False
0082-LDZUE,0,0,0,1,1,1,44.3,44.3,1.4766666666666666,44.3,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0082-OQIQY,0,0,0,29,1,1,94.2,2607.6,2.9972413793103447,89.91724137931034,0,3,True,True,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False
0083-PIVIK,0,0,0,64,1,0,81.25,5567.55,2.899765625,86.99296875,0,5,True,True,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,False,True,False
0089-IIQKO,0,1,1,39,1,1,99.95,3767.4,3.22,96.6,0,3,True,False,True,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,False
0093-EXYQL,1,0,0,40,1,1,91.55,3673.6,3.061333333333333,91.84,0,2,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
0093-XWZFY,0,0,0,40,1,1,104.5,4036.85,3.3640416666666666,100.92125,1,4,False,True,True,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False
0094-OIFMO,1,0,0,11,1,1,95.0,1120.3,3.394848484848485,101.84545454545454,1,3,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True
0096-BXERS,0,1,0,6,1,0,50.35,314.55,1.7475,52.425,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0096-FCPUF,0,0,0,30,1,1,64.5,1888.45,2.0982777777777777,62.94833333333334,0,2,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0098-BOWSO,0,0,0,27,1,1,19.4,529.8,0.654074074074074,19.62222222222222,0,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0100-DUVFC,1,1,0,70,1,1,104.8,7308.95,3.480452380952381,104.41357142857144,0,4,True,True,True,True,False,False,True,True,False,True,True,True,False,False,True,False,False,False,True,False
0103-CSITQ,0,1,0,57,1,1,109.4,6252.7,3.656549707602339,109.69649122807016,0,5,True,False,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False
0104-PPXDV,0,1,0,58,1,0,50.3,2878.55,1.6543390804597702,49.63017241379311,0,1,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
0106-GHRQR,0,0,0,16,1,1,71.4,1212.1,2.525208333333333,75.75625,0,3,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False
0106-UGRDO,0,1,0,69,1,1,116.0,8182.85,3.953067632850242,118.59202898550726,0,6,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,False,True,False
0107-WESLM,0,0,0,1,1,1,19.85,19.85,0.6616666666666667,19.85,1,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0107-YHINA,0,0,1,1,1,1,99.75,99.75,3.325,99.75,1,3,False,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False
0111-KLBQG,1,1,1,32,1,1,93.95,2861.45,2.980677083333333,89.4203125,0,3,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False
0112-QAWRZ,0,1,1,16,1,1,90.8,1442.2,3.0045833333333336,90.1375,0,2,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0112-QWPNC,0,1,0,49,1,0,84.35,4059.35,2.761462585034013,82.84387755102041,1,5,False,True,True,False,False,True,False,True,True,True,True,True,False,False,True,False,False,False,True,False
0114-IGABW,0,1,0,71,0,0,58.25,4145.9,1.946431924882629,58.39295774647887,0,5,True,False,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,True,False
0114-PEGZZ,0,0,0,33,1,0,107.55,3645.5,3.682323232323232,110.46969696969695,0,4,True,False,True,True,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False
0114-RSRRW,0,1,0,10,1,1,19.95,187.75,0.6258333333333334,18.775,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0115-TFERT,0,1,0,21,1,1,111.2,2317.1,3.677936507936508,110.33809523809524,1,5,False,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,True,False,False,False
0117-LFRMW,0,1,1,37,0,0,40.2,1448.8,1.3052252252252252,39.15675675675676,1,3,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False
0118-JPNOY,1,0,0,26,1,1,85.8,2193.65,2.812371794871795,84.37115384615385,0,2,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
0121-SNYRK,0,0,0,50,0,1,35.4,1748.9,1.1659333333333337,34.978,0,2,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
0122-OAHPZ,0,0,0,7,1,1,73.85,511.25,2.4345238095238093,73.03571428571429,1,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0123-CRBRT,0,1,1,61,1,0,88.1,5526.75,3.0200819672131147,90.60245901639344,0,6,True,False,True,False,False,True,True,True,True,True,True,False,True,False,False,True,False,False,True,False
0125-LZQXK,0,0,0,15,1,1,101.35,1553.95,3.453222222222222,103.59666666666666,1,4,False,True,False,True,False,False,False,True,True,True,True,False,False,False,True,False,True,False,False,False
0128-MKWSG,0,0,1,26,0,0,45.8,1147.0,1.4705128205128206,44.11538461538461,0,3,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
0129-KPTWJ,0,1,0,72,1,1,94.65,6747.35,3.1237731481481483,93.71319444444444,0,3,True,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False
0129-QMPDR,0,1,1,44,1,1,20.5,865.05,0.655340909090909,19.660227272727276,0,0,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0130-SXOUN,0,0,0,66,1,0,89.4,5976.9,3.018636363636364,90.5590909090909,0,2,True,True,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
0133-BMFZO,0,0,0,2,1,1,86.25,181.65,3.0275000000000003,90.825,1,3,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0134-XWXCE,1,0,0,44,1,0,74.85,3268.05,2.475795454545455,74.27386363636364,0,4,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False
0135-NMXAP,0,0,0,12,1,1,89.75,1052.4,2.923333333333334,87.7,1,2,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0136-IFMYD,1,1,0,69,1,1,109.95,7634.25,3.6880434782608695,110.6413043478261,0,5,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True,False,False,False,True,False
0137-OCGAB,0,0,0,1,1,1,80.2,80.2,2.6733333333333333,80.2,1,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0137-UDEUO,0,0,0,3,1,0,19.85,63.75,0.7083333333333334,21.25,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0139-IVFJG,0,1,0,2,1,0,90.35,190.5,3.175,95.25,0,3,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False
0141-YEAYS,1,0,0,27,1,1,86.45,2401.05,2.96425925925926,88.92777777777779,0,2,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
0142-GVYSN,0,0,0,26,1,1,20.3,511.25,0.655448717948718,19.66346153846154,0,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0147-ESWWR,1,1,0,39,1,1,101.25,3949.15,3.3753418803418804,101.26025641025642,0,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False
0148-DCDOS,0,0,0,25,1,1,94.7,2362.1,3.149466666666666,94.484,1,2,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
0151-ONTOV,0,0,0,1,1,0,70.9,70.9,2.3633333333333337,70.9,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0156-FVPTA,0,1,0,22,1,1,54.2,1152.7,1.7465151515151516,52.39545454545455,1,2,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
0164-APGRB,0,0,0,72,1,1,114.9,8496.7,3.933657407407408,118.00972222222224,0,6,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,False,True,False
0164-XAIRP,0,0,0,24,1,1,19.55,470.2,0.6530555555555555,19.591666666666665,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0168-XZKBB,0,1,0,19,1,1,86.85,1564.4,2.744561403508772,82.33684210526316,0,1,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0174-QRVVY,0,1,1,71,1,0,25.35,1847.55,0.8673943661971831,26.021830985915493,0,0,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
0177-PXBAT,1,1,0,33,1,1,109.9,3694.7,3.732020202020202,111.96060606060604,0,5,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False
0178-CIIKR,0,0,0,3,1,0,19.95,58.0,0.6444444444444445,19.33333333333333,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0178-SZBHO,0,1,1,47,1,0,87.2,4017.45,2.849255319148936,85.47765957446808,0,2,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
0181-RITDD,0,1,1,62,1,0,108.15,6825.65,3.669704301075269,110.09112903225804,0,6,True,True,False,True,False,True,True,True,True,True,True,False,True,False,False,True,False,False,True,False
0186-CAERR,0,0,0,71,1,1,116.3,8309.55,3.901197183098591,117.03591549295774,0,6,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False
0187-QSXOE,1,1,0,7,1,1,89.0,605.45,2.883095238095238,86.49285714285715,0,2,True,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True
0187-WZNAB,0,1,1,27,1,0,74.4,1972.35,2.435,73.05,0,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0188-GWFLE,0,0,0,2,1,0,20.05,33.7,0.5616666666666668,16.85,0,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0191-EQUUH,0,0,1,25,0,0,35.05,844.45,1.1259333333333337,33.778,0,2,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
0191-ZHSKZ,1,0,0,30,1,1,74.75,2111.3,2.345888888888889,70.37666666666668,0,4,True,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False
0193-ESZXP,1,1,0,58,1,1,105.5,6205.5,3.566379310344828,106.99137931034484,1,5,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,True,False
0195-IESCP,0,1,0,10,1,1,85.25,855.3,2.851,85.53,1,1,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0196-JTUQI,0,0,0,9,1,1,75.2,633.85,2.347592592592593,70.42777777777778,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0196-VULGZ,1,1,0,6,1,1,84.35,474.9,2.638333333333333,79.14999999999999,1,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0197-PNKNK,0,1,1,69,1,0,84.45,5848.6,2.825410628019324,84.76231884057971,0,2,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0201-MIBOL,1,0,0,66,1,1,102.4,6471.85,3.268611111111112,98.05833333333334,0,3,True,False,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False
0201-OAMXR,0,0,0,70,1,0,115.55,8127.6,3.8702857142857146,116.10857142857144,1,6,False,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False
0203-HHYIJ,0,0,0,25,1,0,25.3,676.35,0.9018,27.054,1,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0206-OYVOC,0,1,1,46,1,1,19.25,864.2,0.626231884057971,18.78695652173913,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0206-TBWLC,0,1,0,54,1,1,114.65,6049.5,3.734259259259259,112.02777777777776,0,6,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,True,False,False,True,False
0207-MDKNV,0,0,0,15,1,0,105.1,1582.75,3.5172222222222222,105.51666666666668,1,5,False,False,False,True,False,True,False,True,True,True,True,False,False,False,True,False,True,False,False,False
0208-BPQEJ,0,1,1,12,1,0,19.4,198.1,0.5502777777777778,16.508333333333333,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0212-ISBBF,0,0,0,22,0,1,50.35,1098.85,1.6649242424242423,49.94772727272727,0,3,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False
0214-JHPFW,0,1,0,70,0,0,57.8,4039.3,1.9234761904761903,57.70428571428572,0,5,True,False,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,True,False
0215-BQKGS,0,0,0,30,1,1,84.3,2438.6,2.7095555555555557,81.28666666666666,0,3,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False
0218-QNVAS,0,1,1,71,1,0,100.55,7113.75,3.339788732394366,100.193661971831,0,3,True,True,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False
0219-QAERP,0,1,0,30,1,0,19.8,576.65,0.6407222222222222,19.221666666666668,0,0,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
0219-YTZUE,0,1,1,4,1,1,84.8,371.9,3.099166666666666,92.975,1,2,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
0220-EBGCE,0,0,0,2,1,1,85.85,167.3,2.7883333333333336,83.65,1,2,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0221-NAUXK,0,0,1,10,1,1,19.95,219.5,0.7316666666666667,21.95,0,0,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0221-WMXNQ,1,0,0,4,1,0,75.35,273.4,2.2783333333333333,68.35,0,1,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0222-CNVPT,1,0,0,52,0,1,48.8,2555.05,1.6378525641025643,49.135576923076925,0,3,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False
0224-HJAPT,0,0,0,5,1,0,47.15,223.15,1.4876666666666667,44.63,1,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0224-NIJLP,0,1,1,8,1,0,20.15,165.5,0.6895833333333333,20.6875,0,0,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0224-RLWWD,1,0,0,2,1,1,44.3,89.3,1.4883333333333333,44.65,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0225-ZORZP,0,0,0,3,1,0,84.3,235.05,2.611666666666667,78.35000000000001,0,2,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0228-MAUWC,0,0,0,19,1,0,59.55,1144.6,2.008070175438596,60.24210526315789,0,2,True,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
0229-LFJAF,0,0,0,72,1,0,69.65,4908.25,2.272337962962963,68.17013888888889,0,4,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False
0230-UBYPQ,1,1,0,63,0,0,36.1,2298.9,1.2163492063492063,36.490476190476194,0,2,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
0230-WEQUW,0,1,0,66,0,1,56.6,3789.2,1.9137373737373735,57.41212121212121,0,5,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,True,False
0231-LXVAP,0,0,0,1,1,1,75.9,75.9,2.53,75.9,1,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0233-FTHAV,0,0,0,60,1,1,79.2,4765.0,2.647222222222222,79.41666666666667,0,1,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0234-TEVTT,0,1,1,48,0,0,45.0,2196.3,1.5252083333333335,45.75625,0,3,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False
0235-KGSLC,0,0,0,1,1,1,85.55,85.55,2.8516666666666666,85.55,1,2,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0236-HFWSV,0,0,0,15,1,1,93.35,1444.65,3.2103333333333337,96.31,1,2,False,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False
0237-YFUTL,0,1,0,50,1,1,109.65,5405.8,3.6038666666666663,108.116,0,5,True,False,True,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False
0238-WHBIQ,0,1,1,72,1,0,89.7,6339.3,2.934861111111111,88.04583333333333,0,6,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False
0239-OXEXL,0,0,0,46,1,0,84.25,3847.6,2.7881159420289854,83.64347826086956,0,2,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0244-LGNFY,0,1,1,72,1,0,92.65,6733.0,3.1171296296296296,93.51388888888889,0,6,True,False,True,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False
0247-SLUJI,0,1,1,1,1,0,19.7,19.7,0.6566666666666666,19.7,0,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0248-IPDFW,0,0,0,1,1,1,50.1,50.1,1.6700000000000002,50.1,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
